напляжение фаза 1, В	-1.400000
напляжение фаза 2, В	1.100000
количество точек фаза 1	100
количество точек фаза 2	100
длительность импульсов, us	25000.000000
задержка между импульсами, us	0.500000
количество ВАХ в файле	18

номер точки	напряжение, В 	ток, А
2011	-0.273492	-0.000144
2012	-0.300606	-0.000156
2013	-0.328123	-0.000170
2014	-0.354915	-0.000185
2015	-0.382190	-0.000200
2016	-0.409546	-0.000214
2017	-0.436902	-0.000228
2018	-0.463775	-0.000243
2019	-0.491372	-0.000258
2020	-0.518728	-0.000271
2021	-0.546084	-0.000287
2022	-0.573278	-0.000301
2023	-0.600634	-0.000316
2024	-0.628151	-0.000330
2025	-0.655426	-0.000344
2026	-0.682702	-0.000359
2027	-0.710218	-0.000371
2028	-0.737655	-0.000381
2029	-0.765816	-0.000383
2030	-0.793574	-0.000393
2031	-0.820688	-0.000410
2032	-0.848447	-0.000415
2033	-0.876205	-0.000420
2034	-0.903561	-0.000435
2035	-0.931481	-0.000443
2036	-0.958514	-0.000463
2037	-0.986192	-0.000478
2038	-1.014273	-0.000473
2039	-1.041065	-0.000508
2040	-1.068421	-0.000519
2041	-1.096260	-0.000532
2042	-1.124582	-0.000504
2043	-1.154997	-0.000441
2044	-1.201357	-0.000080
2045	-1.228713	-0.000092
2046	-1.258001	-0.000076
2047	-1.281572	-0.000082
2048	-1.313115	-0.000097
2049	-1.341921	-0.000086
2050	-1.367746	-0.000110
2051	-1.396069	-0.000114
2052	-1.370243	-0.000075
2053	-1.341437	-0.000081
2054	-1.313518	-0.000069
2055	-1.286967	-0.000064
2056	-1.258565	-0.000062
2057	-1.231692	-0.000046
2058	-1.201840	-0.000060
2059	-1.175692	-0.000047
2060	-1.147853	-0.000039
2061	-1.119853	-0.000045
2062	-1.091853	-0.000043
2063	-1.064658	-0.000032
2064	-1.036739	-0.000034
2065	-1.009303	-0.000027
2066	-0.981464	-0.000029
2067	-0.953222	-0.000023
2068	-0.924578	-0.000030
2069	-0.897303	-0.000024
2070	-0.869383	-0.000022
2071	-0.841464	-0.000021
2072	-0.813544	-0.000022
2073	-0.785625	-0.000019
2074	-0.757625	-0.000019
2075	-0.729625	-0.000020
2076	-0.701705	-0.000019
2077	-0.674269	-0.000018
2078	-0.646027	-0.000016
2079	-0.618027	-0.000015
2080	-0.589947	-0.000014
2081	-0.561947	-0.000013
2082	-0.533866	-0.000012
2083	-0.506188	-0.000012
2084	-0.478188	-0.000011
2085	-0.450188	-0.000011
2086	-0.422430	-0.000010
2087	-0.394188	-0.000010
2088	-0.366591	-0.000009
2089	-0.338671	-0.000008
2090	-0.310510	-0.000008
2091	-0.282671	-0.000007
2092	-0.254349	-0.000007
2093	-0.226510	-0.000007
2094	-0.198430	-0.000006
2095	-0.170591	-0.000006
2096	-0.142671	-0.000006
2097	-0.114430	-0.000005
2098	-0.086591	-0.000005
2099	-0.058510	-0.000005
2100	-0.030671	-0.000005
2101	-0.002913	-0.000004
2102	0.019167	-0.000004
2103	0.041329	-0.000004
2104	0.063087	-0.000004
2105	0.085248	-0.000003
2106	0.107248	-0.000003
2107	0.129087	-0.000003
2108	0.151006	-0.000003
2109	0.173329	-0.000002
2110	0.195006	-0.000002
2111	0.217329	-0.000002
2112	0.239329	-0.000002
2113	0.261087	-0.000001
2114	0.283006	-0.000002
2115	0.305167	-0.000001
2116	0.327087	-0.000000
2117	0.349167	0.000000
2118	0.371006	-0.000000
2119	0.392765	0.000001
2120	0.414926	0.000001
2121	0.437006	0.000001
2122	0.458845	0.000003
2123	0.481006	0.000003
2124	0.502362	0.000009
2125	0.524523	0.000004
2126	0.546362	0.000005
2127	0.568765	0.000005
2128	0.590604	0.000006
2129	0.612604	0.000005
2130	0.634765	0.000006
2131	0.656443	0.000008
2132	0.678201	0.000008
2133	0.700523	0.000009
2134	0.722201	0.000010
2135	0.744443	0.000010
2136	0.765879	0.000017
2137	0.787960	0.000009
2138	0.810040	0.000012
2139	0.832201	0.000010
2140	0.853799	0.000011
2141	0.875799	0.000022
2142	0.896188	0.000029
2143	0.916658	0.000054
2144	0.938014	0.000049
2145	0.961141	0.000044
2146	0.984269	0.000045
2147	0.882262	0.000422
2148	0.876481	0.000424
2149	0.872794	0.000424
2150	0.877078	0.000424
2151	0.872827	0.000424
2152	0.861376	0.000424
2153	0.857414	0.000424
2154	0.857719	0.000424
2155	0.851260	0.000424
2156	0.842063	0.000423
2157	0.829726	0.000423
2158	0.827535	0.000421
2159	0.816164	0.000418
2160	0.803505	0.000414
2161	0.789799	0.000408
2162	0.774804	0.000400
2163	0.761984	0.000390
2164	0.744816	0.000385
2165	0.727969	0.000373
2166	0.710398	0.000363
2167	0.692344	0.000353
2168	0.673726	0.000343
2169	0.654705	0.000334
2170	0.636087	0.000322
2171	0.616342	0.000313
2172	0.597402	0.000302
2173	0.577576	0.000291
2174	0.557267	0.000280
2175	0.538085	0.000269
2176	0.518259	0.000258
2177	0.498192	0.000248
2178	0.477722	0.000237
2179	0.457413	0.000227
2180	0.436862	0.000215
2181	0.416634	0.000205
2182	0.396003	0.000194
2183	0.375613	0.000183
2184	0.354982	0.000173
2185	0.333707	0.000162
2186	0.313156	0.000152
2187	0.292606	0.000140
2188	0.271330	0.000130
2189	0.251021	0.000120
2190	0.229907	0.000109
2191	0.208632	0.000097
2192	0.187759	0.000088
2193	0.167048	0.000078
2194	0.145692	0.000067
2195	0.124900	0.000057
2196	0.103785	0.000047
2197	0.082269	0.000035
2198	0.061235	0.000026
2199	0.040121	0.000014
2200	0.018765	0.000005
2201	-0.002349	-0.000006
2202	-0.029464	-0.000019
2203	-0.056739	-0.000032
2204	-0.083773	-0.000045
2205	-0.110726	-0.000060
2206	-0.137760	-0.000073
2207	-0.165357	-0.000087
2208	-0.192069	-0.000101
2209	-0.219183	-0.000114
2210	-0.246539	-0.000129
2211	-0.273733	-0.000141
2212	-0.300767	-0.000156
2213	-0.328284	-0.000170
2214	-0.354834	-0.000184
2215	-0.382351	-0.000197
2216	-0.409868	-0.000213
2217	-0.436982	-0.000228
2218	-0.464258	-0.000242
2219	-0.491613	-0.000257
2220	-0.518889	-0.000271
2221	-0.546084	-0.000286
2222	-0.573600	-0.000300
2223	-0.600715	-0.000313
2224	-0.628393	-0.000333
2225	-0.655346	-0.000344
2226	-0.682702	-0.000363
2227	-0.710460	-0.000375
2228	-0.738057	-0.000381
2229	-0.765574	-0.000389
2230	-0.793494	-0.000396
2231	-0.821011	-0.000400
2232	-0.848366	-0.000414
2233	-0.876447	-0.000425
2234	-0.903481	-0.000439
2235	-0.931239	-0.000452
2236	-0.957951	-0.000481
2237	-0.985870	-0.000481
2238	-1.013145	-0.000502
2239	-1.040099	-0.000535
2240	-1.067776	-0.000552
2241	-1.094971	-0.000571
2242	-1.126675	-0.000479
2243	-1.167801	-0.000178
2244	-1.194995	-0.000192
2245	-1.228391	-0.000102
2246	-1.254941	-0.000103
2247	-1.284874	-0.000083
2248	-1.312471	-0.000096
2249	-1.340149	-0.000092
2250	-1.368632	-0.000100
2251	-1.394619	-0.000099
2252	-1.367585	-0.000148
2253	-1.342484	-0.000088
2254	-1.312391	-0.000102
2255	-1.284874	-0.000095
2256	-1.257921	-0.000099
2257	-1.228954	-0.000088
2258	-1.201357	-0.000081
2259	-1.174001	-0.000071
2260	-1.145598	-0.000078
2261	-1.116149	-0.000089
2262	-1.090082	-0.000075
2263	-1.062243	-0.000068
2264	-1.034806	-0.000063
2265	-1.006806	-0.000062
2266	-0.979048	-0.000058
2267	-0.951128	-0.000055
2268	-0.923289	-0.000053
2269	-0.896014	-0.000044
2270	-0.868256	-0.000042
2271	-0.840014	-0.000043
2272	-0.811853	-0.000041
2273	-0.784819	-0.000033
2274	-0.756739	-0.000033
2275	-0.728980	-0.000030
2276	-0.700739	-0.000028
2277	-0.672336	-0.000024
2278	-0.645705	-0.000019
2279	-0.617303	-0.000021
2280	-0.589705	-0.000023
2281	-0.561705	-0.000021
2282	-0.533625	-0.000020
2283	-0.505303	-0.000019
2284	-0.477625	-0.000018
2285	-0.449544	-0.000017
2286	-0.421705	-0.000016
2287	-0.394027	-0.000015
2288	-0.366430	-0.000014
2289	-0.338430	-0.000013
2290	-0.310108	-0.000012
2291	-0.282108	-0.000011
2292	-0.254027	-0.000010
2293	-0.226430	-0.000010
2294	-0.198349	-0.000009
2295	-0.170430	-0.000008
2296	-0.142671	-0.000007
2297	-0.114349	-0.000006
2298	-0.086510	-0.000006
2299	-0.058510	-0.000005
2300	-0.030752	-0.000005
2301	-0.002430	-0.000004
2302	0.019087	-0.000004
2303	0.041329	-0.000003
2304	0.063248	-0.000003
2305	0.085006	-0.000002
2306	0.107248	-0.000002
2307	0.129087	-0.000001
2308	0.150845	-0.000001
2309	0.172926	-0.000001
2310	0.195167	0.000000
2311	0.216765	-0.000000
2312	0.238684	0.000000
2313	0.260765	0.000001
2314	0.283006	0.000003
2315	0.304684	0.000004
2316	0.326845	0.000004
2317	0.348362	0.000007
2318	0.370121	0.000008
2319	0.392201	0.000009
2320	0.414201	0.000010
2321	0.435960	0.000010
2322	0.458121	0.000012
2323	0.480040	0.000013
2324	0.502040	0.000008
2325	0.523718	0.000016
2326	0.545557	0.000021
2327	0.567315	0.000022
2328	0.590121	0.000013
2329	0.611799	0.000015
2330	0.633476	0.000028
2331	0.655557	0.000019
2332	0.677718	0.000017
2333	0.699799	0.000019
2334	0.720671	0.000027
2335	0.743557	0.000020
2336	0.765154	0.000019
2337	0.787476	0.000023
2338	0.809638	0.000022
2339	0.831074	0.000025
2340	0.852108	0.000030
2341	0.870726	0.000070
2342	0.856329	0.000321
2343	0.861660	0.000370
2344	0.859503	0.000406
2345	0.867331	0.000416
2346	0.871293	0.000421
2347	0.874290	0.000423
2348	0.878494	0.000424
2349	0.882376	0.000424
2350	0.885453	0.000424
2351	0.882732	0.000424
2352	0.873374	0.000424
2353	0.873116	0.000424
2354	0.864241	0.000424
2355	0.857219	0.000424
2356	0.844882	0.000423
2357	0.835926	0.000422
2358	0.828501	0.000420
2359	0.817936	0.000417
2360	0.805115	0.000413
2361	0.791731	0.000407
2362	0.774563	0.000402
2363	0.761260	0.000391
2364	0.744010	0.000384
2365	0.726439	0.000376
2366	0.709915	0.000366
2367	0.692102	0.000353
2368	0.673565	0.000346
2369	0.654786	0.000335
2370	0.635604	0.000324
2371	0.615778	0.000316
2372	0.596435	0.000304
2373	0.577576	0.000293
2374	0.557589	0.000283
2375	0.537441	0.000273
2376	0.517937	0.000263
2377	0.497387	0.000252
2378	0.477158	0.000241
2379	0.456769	0.000229
2380	0.436540	0.000220
2381	0.416312	0.000209
2382	0.395439	0.000197
2383	0.374486	0.000187
2384	0.354338	0.000176
2385	0.333787	0.000165
2386	0.312995	0.000154
2387	0.292203	0.000143
2388	0.271411	0.000134
2389	0.250297	0.000122
2390	0.229344	0.000112
2391	0.208632	0.000101
2392	0.187759	0.000091
2393	0.166726	0.000079
2394	0.145692	0.000069
2395	0.124578	0.000058
2396	0.103222	0.000048
2397	0.082349	0.000037
2398	0.061315	0.000026
2399	0.040121	0.000016
2400	0.019087	0.000004
2401	-0.002833	-0.000006
2402	-0.029222	-0.000021
2403	-0.056256	-0.000034
2404	-0.083370	-0.000047
2405	-0.110645	-0.000060
2406	-0.137598	-0.000074
2407	-0.164713	-0.000087
2408	-0.191746	-0.000101
2409	-0.218780	-0.000116
2410	-0.245975	-0.000130
2411	-0.273250	-0.000144
2412	-0.300284	-0.000158
2413	-0.327801	-0.000173
2414	-0.354754	-0.000187
2415	-0.381949	-0.000201
2416	-0.409385	-0.000214
2417	-0.436660	-0.000231
2418	-0.464177	-0.000244
2419	-0.491211	-0.000258
2420	-0.518325	-0.000273
2421	-0.545761	-0.000289
2422	-0.573198	-0.000305
2423	-0.600231	-0.000321
2424	-0.627668	-0.000336
2425	-0.655346	-0.000350
2426	-0.682540	-0.000363
2427	-0.710057	-0.000376
2428	-0.737896	-0.000377
2429	-0.765494	-0.000388
2430	-0.793011	-0.000400
2431	-0.820769	-0.000412
2432	-0.848447	-0.000415
2433	-0.875883	-0.000427
2434	-0.903642	-0.000432
2435	-0.930917	-0.000451
2436	-0.958514	-0.000463
2437	-0.986353	-0.000479
2438	-1.013145	-0.000498
2439	-1.041629	-0.000501
2440	-1.068984	-0.000514
2441	-1.096260	-0.000539
2442	-1.126917	-0.000486
2443	-1.157252	-0.000396
2444	-1.191130	-0.000268
2445	-1.230484	-0.000071
2446	-1.256713	-0.000089
2447	-1.283988	-0.000104
2448	-1.311585	-0.000119
2449	-1.341518	-0.000080
2450	-1.369196	-0.000106
2451	-1.396230	-0.000090
2452	-1.368713	-0.000084
2453	-1.341598	-0.000070
2454	-1.313760	-0.000077
2455	-1.284713	-0.000073
2456	-1.257598	-0.000081
2457	-1.230404	-0.000071
2458	-1.200632	-0.000066
2459	-1.175209	-0.000048
2460	-1.147048	-0.000065
2461	-1.119612	-0.000050
2462	-1.091531	-0.000046
2463	-1.063773	-0.000047
2464	-1.035773	-0.000044
2465	-1.008175	-0.000042
2466	-0.980336	-0.000038
2467	-0.952497	-0.000036
2468	-0.924658	-0.000034
2469	-0.896497	-0.000033
2470	-0.869142	-0.000031
2471	-0.840819	-0.000030
2472	-0.812900	-0.000028
2473	-0.785222	-0.000028
2474	-0.757061	-0.000026
2475	-0.729142	-0.000025
2476	-0.701303	-0.000024
2477	-0.673142	-0.000023
2478	-0.645544	-0.000022
2479	-0.617786	-0.000020
2480	-0.589544	-0.000020
2481	-0.561544	-0.000019
2482	-0.533303	-0.000018
2483	-0.505786	-0.000016
2484	-0.477947	-0.000016
2485	-0.449866	-0.000014
2486	-0.421866	-0.000014
2487	-0.393866	-0.000013
2488	-0.366108	-0.000012
2489	-0.338188	-0.000011
2490	-0.310349	-0.000010
2491	-0.282188	-0.000010
2492	-0.254269	-0.000009
2493	-0.226269	-0.000009
2494	-0.198349	-0.000008
2495	-0.170430	-0.000007
2496	-0.142430	-0.000007
2497	-0.114671	-0.000006
2498	-0.086591	-0.000006
2499	-0.058430	-0.000005
2500	-0.030913	-0.000004
2501	-0.002510	-0.000004
2502	0.019409	-0.000004
2503	0.041248	-0.000004
2504	0.063329	-0.000003
2505	0.085248	-0.000002
2506	0.107167	-0.000003
2507	0.129329	-0.000002
2508	0.151087	-0.000002
2509	0.173167	-0.000001
2510	0.195087	-0.000001
2511	0.216845	0.000002
2512	0.238523	0.000002
2513	0.261006	0.000002
2514	0.282845	0.000001
2515	0.304523	0.000002
2516	0.326845	0.000002
2517	0.348765	0.000003
2518	0.370845	0.000004
2519	0.392684	0.000004
2520	0.414926	0.000003
2521	0.437087	0.000002
2522	0.458765	0.000002
2523	0.480845	0.000003
2524	0.502443	0.000003
2525	0.524845	0.000004
2526	0.546684	0.000005
2527	0.568684	0.000005
2528	0.590443	0.000006
2529	0.612765	0.000005
2530	0.632832	0.000028
2531	0.653061	0.000051
2532	0.674900	0.000050
2533	0.698108	0.000040
2534	0.719866	0.000042
2535	0.741705	0.000043
2536	0.763624	0.000045
2537	0.783933	0.000062
2538	0.805531	0.000066
2539	0.828497	0.000057
2540	0.850658	0.000053
2541	0.872094	0.000061
2542	0.896027	0.000044
2543	0.917624	0.000042
2544	0.939463	0.000049
2545	0.961383	0.000046
2546	0.982175	0.000064
2547	0.890878	0.000422
2548	0.891378	0.000423
2549	0.880766	0.000424
2550	0.883681	0.000424
2551	0.886517	0.000424
2552	0.883279	0.000424
2553	0.886080	0.000424
2554	0.869475	0.000424
2555	0.860681	0.000423
2556	0.855350	0.000423
2557	0.849213	0.000421
2558	0.843479	0.000416
2559	0.822445	0.000416
2560	0.807370	0.000414
2561	0.794147	0.000405
2562	0.779153	0.000397
2563	0.762951	0.000389
2564	0.746426	0.000380
2565	0.728855	0.000371
2566	0.710962	0.000362
2567	0.693391	0.000352
2568	0.674934	0.000340
2569	0.655510	0.000331
2570	0.636651	0.000321
2571	0.617630	0.000311
2572	0.597965	0.000299
2573	0.578542	0.000289
2574	0.558394	0.000278
2575	0.538649	0.000269
2576	0.518259	0.000256
2577	0.498595	0.000247
2578	0.478366	0.000237
2579	0.457896	0.000225
2580	0.437668	0.000214
2581	0.416714	0.000204
2582	0.396003	0.000193
2583	0.375935	0.000183
2584	0.354982	0.000172
2585	0.334109	0.000162
2586	0.313237	0.000151
2587	0.292445	0.000140
2588	0.271653	0.000129
2589	0.250780	0.000119
2590	0.229827	0.000108
2591	0.209035	0.000098
2592	0.188081	0.000088
2593	0.166726	0.000077
2594	0.145772	0.000066
2595	0.125061	0.000056
2596	0.103624	0.000046
2597	0.082349	0.000036
2598	0.061235	0.000025
2599	0.039879	0.000014
2600	0.018926	0.000004
2601	-0.002269	-0.000006
2602	-0.029464	-0.000017
2603	-0.056417	-0.000033
2604	-0.083289	-0.000046
2605	-0.110806	-0.000059
2606	-0.138082	-0.000073
2607	-0.164793	-0.000087
2608	-0.191746	-0.000100
2609	-0.218861	-0.000114
2610	-0.246700	-0.000127
2611	-0.273653	-0.000142
2612	-0.300767	-0.000156
2613	-0.327881	-0.000170
2614	-0.355076	-0.000183
2615	-0.382351	-0.000198
2616	-0.409385	-0.000212
2617	-0.436902	-0.000228
2618	-0.464499	-0.000242
2619	-0.491452	-0.000254
2620	-0.518647	-0.000272
2621	-0.545842	-0.000286
2622	-0.573359	-0.000301
2623	-0.600473	-0.000316
2624	-0.627909	-0.000333
2625	-0.655265	-0.000348
2626	-0.683024	-0.000356
2627	-0.710299	-0.000367
2628	-0.737896	-0.000376
2629	-0.765655	-0.000386
2630	-0.793574	-0.000394
2631	-0.821091	-0.000399
2632	-0.848608	-0.000409
2633	-0.876769	-0.000408
2634	-0.903722	-0.000428
2635	-0.931239	-0.000447
2636	-0.958756	-0.000464
2637	-0.986353	-0.000469
2638	-1.013226	-0.000498
2639	-1.041387	-0.000497
2640	-1.068743	-0.000516
2641	-1.096823	-0.000512
2642	-1.126192	-0.000464
2643	-1.154836	-0.000433
2644	-1.201437	-0.000071
2645	-1.228471	-0.000081
2646	-1.255183	-0.000104
2647	-1.284149	-0.000105
2648	-1.312793	-0.000097
2649	-1.340069	-0.000096
2650	-1.368149	-0.000106
2651	-1.393814	-0.000143
2652	-1.367907	-0.000107
2653	-1.338458	-0.000120
2654	-1.311907	-0.000112
2655	-1.285760	-0.000096
2656	-1.255907	-0.000102
2657	-1.228874	-0.000093
2658	-1.200552	-0.000082
2659	-1.174001	-0.000076
2660	-1.146645	-0.000063
2661	-1.118323	-0.000076
2662	-1.089840	-0.000086
2663	-1.062484	-0.000066
2664	-1.034806	-0.000044
2665	-1.005679	-0.000068
2666	-0.980095	-0.000044
2667	-0.952014	-0.000043
2668	-0.923853	-0.000041
2669	-0.896014	-0.000039
2670	-0.868256	-0.000039
2671	-0.840497	-0.000037
2672	-0.812497	-0.000036
2673	-0.784658	-0.000034
2674	-0.756739	-0.000033
2675	-0.728739	-0.000032
2676	-0.700578	-0.000031
2677	-0.672900	-0.000029
2678	-0.645061	-0.000028
2679	-0.617061	-0.000027
2680	-0.589061	-0.000026
2681	-0.561061	-0.000024
2682	-0.533464	-0.000023
2683	-0.505705	-0.000022
2684	-0.477464	-0.000021
2685	-0.449544	-0.000020
2686	-0.421544	-0.000019
2687	-0.393705	-0.000018
2688	-0.366027	-0.000017
2689	-0.338027	-0.000016
2690	-0.310108	-0.000014
2691	-0.282108	-0.000014
2692	-0.253947	-0.000013
2693	-0.226188	-0.000012
2694	-0.198188	-0.000011
2695	-0.170671	-0.000009
2696	-0.142349	-0.000009
2697	-0.114591	-0.000008
2698	-0.086349	-0.000007
2699	-0.058510	-0.000006
2700	-0.030671	-0.000005
2701	-0.002752	-0.000004
2702	0.019006	-0.000003
2703	0.041248	-0.000003
2704	0.063006	-0.000002
2705	0.085006	-0.000001
2706	0.106926	-0.000001
2707	0.128845	0.000000
2708	0.150845	0.000001
2709	0.173006	0.000001
2710	0.194604	0.000004
2711	0.216765	0.000006
2712	0.238282	0.000007
2713	0.260201	0.000007
2714	0.282362	0.000008
2715	0.304201	0.000008
2716	0.326845	0.000003
2717	0.348845	0.000003
2718	0.370443	0.000007
2719	0.392121	0.000008
2720	0.414201	0.000009
2721	0.436362	0.000010
2722	0.458362	0.000010
2723	0.480121	0.000011
2724	0.502121	0.000012
2725	0.523799	0.000013
2726	0.545557	0.000016
2727	0.566591	0.000029
2728	0.588510	0.000032
2729	0.610027	0.000036
2730	0.631544	0.000043
2731	0.652900	0.000049
2732	0.674819	0.000052
2733	0.695772	0.000059
2734	0.718819	0.000056
2735	0.740336	0.000055
2736	0.762417	0.000055
2737	0.784980	0.000050
2738	0.804726	0.000078
2739	0.826726	0.000076
2740	0.833345	0.000212
2741	0.845602	0.000269
2742	0.860113	0.000306
2743	0.862385	0.000368
2744	0.862482	0.000402
2745	0.871115	0.000412
2746	0.874112	0.000420
2747	0.883308	0.000422
2748	0.880910	0.000423
2749	0.890670	0.000424
2750	0.886741	0.000424
2751	0.881121	0.000424
2752	0.869912	0.000424
2753	0.864419	0.000424
2754	0.850713	0.000424
2755	0.842483	0.000424
2756	0.837554	0.000424
2757	0.829807	0.000423
2758	0.826810	0.000421
2759	0.818338	0.000417
2760	0.803746	0.000413
2761	0.791087	0.000407
2762	0.774643	0.000401
2763	0.758039	0.000395
2764	0.743125	0.000386
2765	0.725473	0.000378
2766	0.709110	0.000367
2767	0.691055	0.000354
2768	0.673645	0.000344
2769	0.655349	0.000333
2770	0.636007	0.000324
2771	0.616583	0.000312
2772	0.597402	0.000302
2773	0.577254	0.000291
2774	0.557589	0.000281
2775	0.537924	0.000270
2776	0.517696	0.000260
2777	0.497548	0.000249
2778	0.478044	0.000238
2779	0.457010	0.000227
2780	0.437023	0.000216
2781	0.416634	0.000206
2782	0.395761	0.000195
2783	0.374889	0.000185
2784	0.354902	0.000174
2785	0.333948	0.000163
2786	0.312593	0.000151
2787	0.292284	0.000141
2788	0.271733	0.000131
2789	0.250699	0.000121
2790	0.230149	0.000108
2791	0.208954	0.000098
2792	0.187759	0.000087
2793	0.166806	0.000079
2794	0.145933	0.000067
2795	0.124578	0.000057
2796	0.103705	0.000047
2797	0.082510	0.000036
2798	0.061315	0.000025
2799	0.039718	0.000014
2800	0.019087	0.000006
2801	-0.002349	-0.000006
2802	-0.029383	-0.000019
2803	-0.056497	-0.000032
2804	-0.083692	-0.000045
2805	-0.110565	-0.000058
2806	-0.137760	-0.000073
2807	-0.164793	-0.000086
2808	-0.191988	-0.000099
2809	-0.219183	-0.000115
2810	-0.246377	-0.000127
2811	-0.273411	-0.000142
2812	-0.300686	-0.000155
2813	-0.327801	-0.000170
2814	-0.354995	-0.000185
2815	-0.382432	-0.000201
2816	-0.409546	-0.000212
2817	-0.436741	-0.000229
2818	-0.464097	-0.000243
2819	-0.491372	-0.000257
2820	-0.518486	-0.000271
2821	-0.545761	-0.000288
2822	-0.573359	-0.000303
2823	-0.600554	-0.000319
2824	-0.627748	-0.000335
2825	-0.655265	-0.000347
2826	-0.682460	-0.000364
2827	-0.710299	-0.000368
2828	-0.737816	-0.000389
2829	-0.765252	-0.000393
2830	-0.793011	-0.000402
2831	-0.820849	-0.000406
2832	-0.848769	-0.000408
2833	-0.876286	-0.000418
2834	-0.903964	-0.000433
2835	-0.931561	-0.000443
2836	-0.958997	-0.000458
2837	-0.985951	-0.000480
2838	-1.014192	-0.000471
2839	-1.041548	-0.000490
2840	-1.068501	-0.000531
2841	-1.096904	-0.000508
2842	-1.124662	-0.000525
2843	-1.155722	-0.000435
2844	-1.189922	-0.000290
2845	-1.226458	-0.000123
2846	-1.255827	-0.000119
2847	-1.284391	-0.000104
2848	-1.310861	-0.000126
2849	-1.336606	-0.000124
2850	-1.367102	-0.000122
2851	-1.397035	-0.000094
2852	-1.368632	-0.000091
2853	-1.340391	-0.000086
2854	-1.312713	-0.000078
2855	-1.286162	-0.000070
2856	-1.257598	-0.000083
2857	-1.230243	-0.000060
2858	-1.201276	-0.000079
2859	-1.174082	-0.000065
2860	-1.147289	-0.000053
2861	-1.119370	-0.000051
2862	-1.091370	-0.000050
2863	-1.063289	-0.000050
2864	-1.035773	-0.000048
2865	-1.008578	-0.000044
2866	-0.980095	-0.000037
2867	-0.952417	-0.000036
2868	-0.924175	-0.000038
2869	-0.895934	-0.000039
2870	-0.867934	-0.000044
2871	-0.840497	-0.000041
2872	-0.812578	-0.000031
2873	-0.785142	-0.000022
2874	-0.757383	-0.000020
2875	-0.729464	-0.000019
2876	-0.701866	-0.000018
2877	-0.673866	-0.000017
2878	-0.645786	-0.000016
2879	-0.617866	-0.000015
2880	-0.589866	-0.000015
2881	-0.561866	-0.000013
2882	-0.533947	-0.000015
2883	-0.505786	-0.000011
2884	-0.478108	-0.000013
2885	-0.450027	-0.000012
2886	-0.422188	-0.000011
2887	-0.394188	-0.000010
2888	-0.366430	-0.000010
2889	-0.338269	-0.000009
2890	-0.310430	-0.000009
2891	-0.282349	-0.000008
2892	-0.254188	-0.000008
2893	-0.226188	-0.000007
2894	-0.198591	-0.000006
2895	-0.170430	-0.000006
2896	-0.142349	-0.000006
2897	-0.114430	-0.000005
2898	-0.086510	-0.000005
2899	-0.058671	-0.000005
2900	-0.030671	-0.000004
2901	-0.002430	-0.000004
2902	0.019329	-0.000004
2903	0.041248	-0.000004
2904	0.063329	-0.000004
2905	0.085490	-0.000003
2906	0.107167	-0.000003
2907	0.129248	-0.000002
2908	0.151329	-0.000002
2909	0.173167	-0.000002
2910	0.195167	-0.000001
2911	0.217167	-0.000001
2912	0.239087	-0.000001
2913	0.261006	-0.000001
2914	0.283087	-0.000000
2915	0.304926	-0.000000
2916	0.327006	0.000001
2917	0.348845	0.000001
2918	0.371006	0.000001
2919	0.392684	0.000003
2920	0.415006	0.000003
2921	0.436765	0.000004
2922	0.459087	0.000003
2923	0.480926	0.000002
2924	0.502604	0.000005
2925	0.524926	0.000004
2926	0.546684	0.000004
2927	0.568765	0.000005
2928	0.590926	0.000006
2929	0.612765	0.000004
2930	0.634523	0.000006
2931	0.656443	0.000006
2932	0.678604	0.000008
2933	0.700362	0.000008
2934	0.721879	0.000009
2935	0.744362	0.000010
2936	0.766201	0.000011
2937	0.788362	0.000009
2938	0.810362	0.000012
2939	0.832282	0.000011
2940	0.853315	0.000031
2941	0.874671	0.000028
2942	0.895544	0.000047
2943	0.917705	0.000046
2944	0.936726	0.000075
2945	0.863144	0.000416
2946	0.860020	0.000422
2947	0.866801	0.000423
2948	0.878333	0.000424
2949	0.876417	0.000424
2950	0.889640	0.000424
2951	0.888691	0.000424
2952	0.885453	0.000424
2953	0.874163	0.000424
2954	0.861101	0.000424
2955	0.851824	0.000424
2956	0.840694	0.000423
2957	0.833752	0.000423
2958	0.825119	0.000421
2959	0.811252	0.000419
2960	0.798432	0.000416
2961	0.785773	0.000411
2962	0.769651	0.000407
2963	0.757878	0.000397
2964	0.741836	0.000388
2965	0.724829	0.000379
2966	0.707741	0.000368
2967	0.689928	0.000358
2968	0.671793	0.000350
2969	0.653658	0.000339
2970	0.633993	0.000329
2971	0.615376	0.000317
2972	0.595791	0.000307
2973	0.576046	0.000298
2974	0.557186	0.000285
2975	0.536797	0.000276
2976	0.517454	0.000264
2977	0.497145	0.000253
2978	0.477239	0.000241
2979	0.456849	0.000230
2980	0.436540	0.000220
2981	0.416070	0.000209
2982	0.395842	0.000198
2983	0.374969	0.000188
2984	0.354499	0.000177
2985	0.333868	0.000165
2986	0.313076	0.000155
2987	0.292445	0.000143
2988	0.271330	0.000133
2989	0.250699	0.000123
2990	0.229344	0.000110
2991	0.208632	0.000101
2992	0.187759	0.000090
2993	0.166887	0.000079
2994	0.145692	0.000068
2995	0.124658	0.000058
2996	0.103544	0.000047
2997	0.082349	0.000036
